FUND TYPE	FUND CODE	DEPARTMENT CODE	ORGANIZATION CODE	DIVISION CODE	SECTION CODE	SUBSECTION CODE	SCHEDULE	TITLE CODE	TITLE DESCRIPTION	FUND NAME	DEPARTMENT	DEPARTMENT NAME	DIVISION NAME	SECTION NAME	SUBSECTION NAME	BUDGETED UNIT	TOTAL BUDGETED UNITS	POSITION CONTROL	BUDGETED PAY RATE	TOTAL BUDGETED AMOUNT
Local	100	31	1005	2005	3019	"4,001"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	1	1	107748	107748
Local	100	31	1005	2005	3019	"4,001"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	1	1	57192	57192
Local	100	31	1005	2005	3019	"4,001"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	2	1	58716	117432
Local	100	31	1005	2005	3019	"4,001"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	3	1	60324	180972
Local	100	31	1005	2005	3019	"4,001"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	1	1	61980	61980
Local	100	31	1005	2005	3019	"4,001"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	1	1	63720	63720
Local	100	31	1005	2005	3019	"4,001"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	2	1	65196	130392
Local	100	31	1005	2005	3019	"4,001"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	2	1	84864	169728
Local	100	31	1005	2005	3019	"4,001"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	1	1	87900	87900
Local	100	31	1005	2005	3019	"4,001"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	1	1	92676	92676
Local	100	31	1005	2005	3019	"4,001"	1	1650	Deputy Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	1	1	137076	137076
Local	100	31	1005	2005	3019	"4,001"	1	1652	Chief Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	1	1	124572	124572
Local	100	31	1005	2005	3019	"4,001"	1	1689	Administrative Assistant to Deputy Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Torts	Corporate Torts	Annual	1	1	70824	70824
Local	100	31	1005	2005	3022	"4,006"	1	15	Schedule Salary Adjustments	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Employment Litigation	Corporate Employment Litigation	Annual	0	0	1323	1323
Local	100	31	1005	2005	3022	"4,006"	BX	1619	Supervising Paralegal	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Employment Litigation	Corporate Employment Litigation	Annual	1	1	73752	73752
Local	100	31	1005	2005	3022	"4,006"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Employment Litigation	Corporate Employment Litigation	Annual	2	1	103788	207576
Local	100	31	1005	2005	3022	"4,006"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Employment Litigation	Corporate Employment Litigation	Annual	2	1	60324	120648
Local	100	31	1005	2005	3022	"4,006"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Employment Litigation	Corporate Employment Litigation	Annual	1	1	61980	61980
Local	100	31	1005	2005	3022	"4,006"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Employment Litigation	Corporate Employment Litigation	Annual	1	1	66960	66960
Local	100	31	1005	2005	3022	"4,006"	1	1650	Deputy Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Employment Litigation	Corporate Employment Litigation	Annual	1	1	137076	137076
Local	100	31	1005	2005	3022	"4,006"	1	1652	Chief Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Employment Litigation	Corporate Employment Litigation	Annual	1	1	124572	124572
Local	100	31	1005	2005	3022	"4,006"	1	1689	Administrative Assistant to Deputy Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Employment Litigation	Corporate Employment Litigation	Annual	1	1	77316	77316
Local	100	31	1005	2005	3028	"4,011"	1	15	Schedule Salary Adjustments	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	0	0	1967	1967
Local	100	31	1005	2005	3028	"4,011"	BX	1331	Employee Relations Supervisor	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	106884	106884
Local	100	31	1005	2005	3028	"4,011"	GY	1386	Labor Relation Specialist III	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	80256	80256
Local	100	31	1005	2005	3028	"4,011"	BX	1623	Paralegal II - Labor	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	52008	52008
Local	100	31	1005	2005	3028	"4,011"	BX	1623	Paralegal II - Labor	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	60408	60408
Local	100	31	1005	2005	3028	"4,011"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	84864	84864
Local	100	31	1005	2005	3028	"4,011"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	98712	98712
Local	100	31	1005	2005	3028	"4,011"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	121752	121752
Local	100	31	1005	2005	3028	"4,011"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	2	1	57192	114384
Local	100	31	1005	2005	3028	"4,011"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	60324	60324
Local	100	31	1005	2005	3028	"4,011"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	70380	70380
Local	100	31	1005	2005	3028	"4,011"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	81948	81948
Local	100	31	1005	2005	3028	"4,011"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	93840	93840
Local	100	31	1005	2005	3028	"4,011"	1	1649	Chief Labor Negotiator	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	137076	137076
Local	100	31	1005	2005	3028	"4,011"	1	1650	Deputy Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	137076	137076
Local	100	31	1005	2005	3028	"4,011"	1	1652	Chief Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	124572	124572
Local	100	31	1005	2005	3028	"4,011"	1	1658	Assistant Chief Labor Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	132060	132060
Local	100	31	1005	2005	3028	"4,011"	1	1689	Administrative Assistant to Deputy Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	77256	77256
Local	100	31	1005	2005	3028	"4,011"	1	1696	Director of Labor Relations	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Labor	Corporate Labor	Annual	1	1	90252	90252
Local	100	31	1005	2005	3031	0	BX	1623	Paralegal II - Labor	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Legal Counsel		Annual	1	1	52008	52008
Local	100	31	1005	2005	3031	0	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Legal Counsel		Annual	1	1	99948	99948
Local	100	31	1005	2005	3031	0	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Legal Counsel		Annual	1	1	121752	121752
Local	100	31	1005	2005	3031	0	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Legal Counsel		Annual	1	1	58716	58716
Local	100	31	1005	2005	3031	0	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Legal Counsel		Annual	1	1	91068	91068
Local	100	31	1005	2005	3031	0	1	1652	Chief Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Legal Counsel		Annual	1	1	124572	124572
Local	100	31	1005	2005	3038	"4,017"	1	15	Schedule Salary Adjustments	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Litigation	Annual	0	0	2666	2666
Local	100	31	1005	2005	3038	"4,017"	B	863	Legal Secretary	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Litigation	Annual	1	1	64248	64248
Local	100	31	1005	2005	3038	"4,017"	B	1617	Paralegal II	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Litigation	Annual	1	1	61308	61308
Local	100	31	1005	2005	3038	"4,017"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Litigation	Annual	1	1	99948	99948
Local	100	31	1005	2005	3038	"4,017"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Litigation	Annual	1	1	111336	111336
Local	100	31	1005	2005	3038	"4,017"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Litigation	Annual	1	1	60324	60324
Local	100	31	1005	2005	3038	"4,017"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Litigation	Annual	2	1	87900	175800
Local	100	31	1005	2005	3038	"4,017"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Litigation	Annual	1	1	96264	96264
Local	100	31	1005	2005	3038	"4,030"	1	15	Schedule Salary Adjustments	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Contracts	Annual	0	0	128	128
Local	100	31	1005	2005	3038	"4,030"	B	863	Legal Secretary	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Contracts	Annual	1	1	67296	67296
Local	100	31	1005	2005	3038	"4,030"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Contracts	Annual	1	1	102492	102492
Local	100	31	1005	2005	3038	"4,030"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Contracts	Annual	2	1	57192	114384
Local	100	31	1005	2005	3038	"4,030"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Contracts	Annual	1	1	65196	65196
Local	100	31	1005	2005	3038	"4,030"	1	1652	Chief Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	"Aviation, Environmental and Regulatory Litigation"	Corporate Contracts	Annual	1	1	124572	124572
Local	100	31	1005	2005	3039	"4,039"	B	1617	Paralegal II	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Legal Information	Annual	1	1	57948	57948
Local	100	31	1005	2005	3039	"4,039"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Legal Information	Annual	1	1	65196	65196
Local	100	31	1005	2005	3039	"4,039"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Legal Information	Annual	1	1	87900	87900
Local	100	31	1005	2005	3039	"4,039"	1	1652	Chief Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Legal Information	Annual	1	1	124572	124572
Local	100	31	1005	2005	3039	"4,040"	1	15	Schedule Salary Adjustments	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Investigations	Annual	0	0	533	533
Local	100	31	1005	2005	3039	"4,040"	B	875	Senior Legal Personal Computer Operator	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Investigations	Annual	1	1	58548	58548
Local	100	31	1005	2005	3039	"4,040"	1	1680	Director of Legal Investigation	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Investigations	Annual	1	1	130116	130116
Local	100	31	1005	2005	3039	"4,040"	B	1682	Senior Legal Investigator	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Investigations	Annual	1	1	55308	55308
Local	100	31	1005	2005	3039	"4,040"	B	1682	Senior Legal Investigator	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Investigations	Annual	2	1	81000	162000
Local	100	31	1005	2005	3039	"4,040"	3	3942	Director of Field Operations	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Investigations	Annual	1	1	111996	111996
Local	100	31	1005	2005	3039	"4,041"	1	15	Schedule Salary Adjustments	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Prosecutions	Annual	0	0	1004	1004
Local	100	31	1005	2005	3039	"4,041"	B	863	Legal Secretary	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Prosecutions	Annual	1	1	58548	58548
Local	100	31	1005	2005	3039	"4,041"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Prosecutions	Annual	1	1	113028	113028
Local	100	31	1005	2005	3039	"4,041"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Prosecutions	Annual	2	1	57192	114384
Local	100	31	1005	2005	3039	"4,041"	1	1656	City Prosecutor	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Investigations and Prosecutions	Prosecutions	Annual	1	1	139932	139932
Local	100	31	1005	2005	3045	0	B	1617	Paralegal II	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	1	1	70464	70464
Local	100	31	1005	2005	3045	0	B	1617	Paralegal II	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	1	1	73848	73848
Local	100	31	1005	2005	3045	0	BX	1619	Supervising Paralegal	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	1	1	88812	88812
Local	100	31	1005	2005	3045	0	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	1	1	102492	102492
Local	100	31	1005	2005	3045	0	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	1	1	109728	109728
Local	100	31	1005	2005	3045	0	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	2	1	121752	243504
Local	100	31	1005	2005	3045	0	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	1	1	92676	92676
Local	100	31	1005	2005	3045	0	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	1	1	96264	96264
Local	100	31	1005	2005	3045	0	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	1	1	98712	98712
Local	100	31	1005	2005	3045	0	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	1	1	99948	99948
Local	100	31	1005	2005	3045	0	1	1650	Deputy Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	1	1	137076	137076
Local	100	31	1005	2005	3045	0	1	1689	Administrative Assistant to Deputy Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Real Estate		Annual	1	1	66444	66444
Local	100	31	1005	2005	3046	"4,021"	B	831	Personal Computer Operator III	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Revenue Litigation	Corporate Litigation	Annual	1	1	53340	53340
Local	100	31	1005	2005	3046	"4,021"	B	1617	Paralegal II	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Revenue Litigation	Corporate Litigation	Annual	1	1	61308	61308
Local	100	31	1005	2005	3046	"4,021"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Revenue Litigation	Corporate Litigation	Annual	1	1	86376	86376
Local	100	31	1005	2005	3046	"4,021"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Revenue Litigation	Corporate Litigation	Annual	1	1	105084	105084
Local	100	31	1005	2005	3046	"4,021"	L	1641	Assistant Corporation Counsel Supervisor - Senior	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Revenue Litigation	Corporate Litigation	Annual	1	1	121752	121752
Local	100	31	1005	2005	3046	"4,021"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Revenue Litigation	Corporate Litigation	Annual	1	1	57192	57192
Local	100	31	1005	2005	3046	"4,021"	L	1643	Assistant Corporation Counsel	CORPORATE FUND	DEPARTMENT OF LAW	DEPARTMENT OF LAW	Department of Law	Revenue Litigation	Corporate Litigation	Annual	1	1	58716	58716
